NumOfProducts,HasCrCard,IsActiveMember,Gender_Male,Geography_Germany,Geography_Spain,normalizedCreditScore,normalizedAge,normalizedTenure,normalizedBalance,normalizedEstimatedSalary,Exited
1,1,0,0,0,0,-0.06730813962455422,-1.4226944120748561,1.0326692768124803,0.26099123954543596,-1.1164921365505684,0
1,0,0,0,1,0,0.3466855310183286,-1.2319983995417847,-1.0418700816234707,0.6019669873002677,-0.056016114431216686,0
1,1,0,0,0,1,-1.7117044993448378,0.765524855350629,1.0326692768124803,-0.02342568500011999,-1.2742815370895468,1
1,1,0,0,0,0,0.6157814169362025,-0.6599103619425702,-0.6961135218841455,-1.2256990433614838,-0.09244167630715137,0
1,1,1,1,0,1,-0.4295526014370767,-0.6599103619425702,-0.35035696214482037,0.3751466113703729,0.3562509631100733,0
1,1,0,0,0,0,-0.5227011773317254,-0.6599103619425702,0.6869127170731552,0.35903592704087217,0.5714877190126884,0
1,1,0,0,1,0,0.5847318916379862,0.10287368818971572,-0.6961135218841455,0.5313359944670357,1.5520544203366218,0
1,1,1,1,0,0,-0.30535450024421185,0.7703097320554659,-1.733383201102121,-1.2256990433614838,0.5864095321159903,1
1,1,0,1,0,0,0.1636948363739008,1.3457822990856576,0.007672777687226573,-0.22637275042170024,0.4743985641834749,1
1,0,1,0,1,0,0.9940680613926929,1.8710208123856202,-1.4111442955755027,0.5648836309635208,0.9948471310251834,1
1,1,1,0,0,0,0.5640322081058421,0.007525681923179976,-0.6961135218841455,0.25240082988599255,-0.7927161263776015,0
1,1,1,0,1,0,2.0647592641862924,0.5796137195223945,-0.004600402405495207,0.8139008351158676,1.6107950619717186,1
1,0,0,0,0,0,-1.1980537002095506,-0.5670960943005653,0.10758912006484384,0.48726055002099344,-0.27217405820464197,1
1,1,0,1,0,0,-1.0080139984263616,0.7112538513342554,-0.24328100455498602,0.21289961655892578,1.6587152054415786,1
1,0,0,1,1,0,-0.8244035179010463,-0.08045825332407261,-1.387626641362796,0.8059553935684156,0.8377693692371959,1
1,1,1,0,1,0,1.7646138529702025,-0.755258368209106,-1.0418700816234707,-0.12098428538100046,-1.298228712599832,0
1,0,0,0,0,0,0.38089462062580026,0.03421865597373769,-0.3826221740365524,-1.2256990433614838,1.2474453150194476,1
1,0,0,0,0,1,-0.37199953682916287,1.3683040812655465,0.6869127170731552,-1.2256990433614838,-0.4146309432547754,1
3,1,0,0,0,0,-0.29598413945304225,0.1414695327122219,-0.5746847504277288,-1.2256990433614838,0.5471327376352788,1
1,1,1,0,1,0,-1.6420286915138107,1.6913424612265477,-0.35035696214482037,0.6061897195092314,-1.052450650339104,1
2,1,1,0,0,0,1.143623347005878,-1.2319983995417847,-1.387626641362796,-1.2256990433614838,1.7266863729871273,0
1,1,0,0,1,0,-0.4816523725157695,2.9916893816532726,0.26020294750761197,0.603182011487871,0.1403249682901039,1
2,1,1,1,0,0,-0.49165165203350913,0.10287368818971572,-0.35035696214482037,0.42243160851258793,-1.065503826827908,0
1,1,0,1,1,0,2.0647592641862924,-1.0413023870087132,-0.35035696214482037,1.1458782814113477,-0.6850579295673321,1
2,1,1,0,0,0,-1.4024377274478514,2.581921851119645,0.34115615733383,-1.2256990433614838,1.0529637988219545,0
1,0,1,1,0,0,-0.22747308645689646,0.11417106583597242,-0.13938001438791575,-1.2256990433614838,1.3410072191172335,1
2,1,1,0,1,0,1.6197160682451934,0.2935697007227872,1.3784258365518056,0.4628622604262459,0.5282983414391527,0
2,1,0,1,0,0,2.0647592641862924,-0.27851833687642724,-0.6961135218841455,-1.2256990433614838,1.6505937506817046,0
1,1,1,1,0,1,0.4501839486790493,0.007525681923179976,-0.6961135218841455,-1.2256990433614838,-0.07792796303783667,0
2,0,1,0,0,0,0.5847318916379862,1.533093782187752,-1.387626641362796,-1.2256990433614838,-0.7945900470895233,0
2,0,1,0,0,0,2.0233598971220044,-0.46921434940949874,1.7241823962911307,1.056389224588879,-0.5514314030992761,1
2,0,0,1,0,1,0.11418853874271612,-0.06633226775070608,-0.6181850121331683,2.6370439498028047,-0.030933279195236807,1
1,1,1,1,0,1,-0.3674535508406443,-0.6599103619425702,-0.004600402405495207,0.9944156350388084,-0.7513349423164788,0
1,0,0,0,0,0,2.062768688474473,0.7804976186453382,0.33376737437704374,-1.2256990433614838,1.516170097991638,1
1,1,0,0,1,0,-0.08412344973865327,1.550986193945168,0.2516374999824804,0.2937887294649041,-1.5299588055403102,1
2,0,1,1,1,0,-0.46060212673529294,0.10287368818971572,1.3784258365518056,0.30159306177041123,-0.054270518251669196,0
1,1,1,1,0,0,0.7100728560046361,1.8133702774612677,-0.004600402405495207,0.772839506865427,-0.9240170159894976,1
1,1,1,0,0,1,-0.49165165203350913,0.2935697007227872,0.34115615733383,-1.2256990433614838,-0.16812306891194365,0
1,1,0,1,1,0,-1.0984072267695544,1.3712568681540667,-0.24570639833090036,0.4685809268765191,1.1618662545488316,1
1,1,0,1,0,0,-0.10260430606067178,0.6124448953127031,0.019210466511306038,-1.2256990433614838,0.678766724708606,1
2,0,1,1,0,0,-0.1569580917113218,1.1159307548324935,1.0326692768124803,-1.2256990433614838,-0.6726325765970692,1
1,1,1,1,1,0,-1.060892949167473,-0.6599103619425702,-1.0418700816234707,0.36077215174358584,-0.7692398660937838,0
1,1,1,1,0,0,-0.7089983291210227,-1.8040864371409993,-0.35035696214482037,-1.2256990433614838,-0.7710433648062318,0
1,1,1,1,0,1,-0.5215596498806996,-0.20381738158195603,-0.9765322637679357,-1.2256990433614838,-1.0202096162619574,1
1,1,0,0,0,1,0.07072169894136443,-0.46523231817555794,0.34115615733383,-0.3061127462491964,-1.48834984512672,1
1,1,1,1,0,1,1.712864644139842,2.6772698573861806,0.34115615733383,1.2081725748873977,-0.4745641387996424,0
1,0,1,1,0,1,-0.3674535508406443,0.19822169445625146,-0.35035696214482037,-1.2256990433614838,0.8550145135605178,0
1,1,1,1,1,0,1.3092208152630311,-0.373866343142963,0.6869127170731552,0.7443252322639309,-0.4162204685838014,0
1,1,1,0,0,1,1.4851681252862565,0.6749617257889302,1.0326692768124803,0.9314602202760707,-0.9340970713358557,0
2,0,0,0,1,0,0.16038837922903135,-0.27851833687642724,-0.6961135218841455,0.8437067470690076,0.6838483665730009,0
1,1,1,0,0,1,-1.4438370945121397,1.7237897947208234,1.0326692768124803,0.7448480389638525,1.4110840095530774,0
1,1,0,0,0,0,0.09828932863259893,-0.373866343142963,0.34115615733383,0.3893404446480454,-1.4068244783512427,0
1,0,0,0,1,0,-0.10539751014412613,1.904442783766736,-0.76895072921063,0.3886977852979723,-0.02909717285386703,1
1,1,1,1,0,1,-0.326054183776356,0.6749617257889302,1.0326692768124803,-0.22559514935991104,0.5632314785706852,1
1,1,0,0,1,0,-1.5369856704067884,1.7237897947208234,-0.6961135218841455,0.4005040184911929,-0.9830979157400357,1
1,1,1,1,1,0,0.3466855310183286,0.1456458704604846,-1.387626641362796,0.705939864960363,-1.3013717928279473,1
1,0,1,1,0,0,0.6054315751701304,-1.2319983995417847,0.34115615733383,1.2833825338201892,-1.6639750172887784,0
2,1,1,1,0,0,1.557617017648761,0.2935697007227872,0.34115615733383,-1.2256990433614838,-0.07481026809817264,0
1,0,1,1,0,0,0.6211811041807022,0.6929032243139703,0.2760956379848978,-1.2256990433614838,-0.06401544818546195,1
1,0,1,0,1,0,-0.4017825559703805,0.4842657132558587,-0.023895384945724806,0.8009663406402412,0.5997162168713404,1
2,0,0,1,0,0,0.3156360057201124,-0.46921434940949874,0.6869127170731552,-1.2256990433614838,0.5317276319913029,0
1,1,0,0,1,0,0.6401010663222692,0.12354003475964245,1.513833354461203,0.9523520028910468,-0.9985783096876418,1
1,0,0,1,0,0,0.21245362521529407,-0.2558430673496184,-0.6824091220934199,-1.2256990433614838,0.6968593941116138,1
1,0,0,0,1,0,-1.605261901340619,0.8359376276067306,-1.149642898679117,0.12903822941604765,-0.03463727942291484,1
2,1,0,1,0,0,-0.13412142894640774,-0.07808189117674834,0.34115615733383,0.6307490299317928,0.08317851113152375,1
2,0,1,0,0,0,0.9573261952165808,3.2493578949853954,0.34115615733383,-1.2256990433614838,0.13494383085282283,0
3,0,0,1,1,0,-0.3881532343727884,0.10287368818971572,-1.387626641362796,1.1440292253423727,0.13657362196656903,1
2,0,0,0,0,0,-1.0443226788221018,0.4048455910231497,1.7241823962911307,-1.2256990433614838,0.8352746915475507,1
1,1,0,0,1,0,-0.2225557661156353,-0.08782232434335577,1.3784258365518056,0.7608518219846937,-0.4182481005242039,0
1,1,0,0,1,0,0.8526753976210459,-1.67808656662349,1.0048813776523564,0.9065134388698598,0.08311947756220782,1
1,1,0,0,1,0,-0.4502522849692209,0.007525681923179976,1.0326692768124803,0.4588112297250745,0.08024280376531523,1
1,0,0,0,1,0,-2.735029346861284,-0.7032835244831542,-1.5998255007921547,0.8701612111217691,0.13340520075308981,1
1,0,0,0,0,0,-1.1509054748688834,0.6646756006118095,-0.6588133685453598,-1.2256990433614838,0.7826887733594925,1
3,1,0,0,1,0,-1.6476164071609674,0.9951927530566974,-1.2457410977300283,0.5286357777231577,-0.35124858036521134,1
1,0,1,0,0,1,0.06051041576020716,1.743047891568414,-0.2805221163638171,1.9809314386157015,-0.2898625110056422,1
2,1,0,0,0,0,0.45420507392625137,-0.6833402639617633,-1.0418700816234707,-1.2256990433614838,-0.16109086808728823,1
3,1,0,0,0,1,-0.7723356404636537,0.9014375746248745,0.44481253228424533,0.8708924690931718,1.5320349943682738,1
1,0,0,0,1,0,-0.3174024974037692,-1.7420110302170844,-1.695866284593079,0.6395254446706142,0.13327620345837488,1
1,1,0,1,1,0,-1.7439825057282297,0.5796137195223945,0.6869127170731552,1.280206427023025,-0.4775263836960236,1
2,0,0,1,0,1,-0.5330510190977974,-0.27851833687642724,-0.35035696214482037,-1.2256990433614838,-1.5109629662396673,0
1,1,1,1,0,0,0.9987255622808691,0.9610057445885374,0.34115615733383,2.026290694137127,-1.4398774350375665,1
2,1,1,0,0,0,-0.02590877256026593,0.4842657132558587,-1.0418700816234707,-1.2256990433614838,-0.7208164820852884,0
2,1,0,1,0,1,-0.5434008608638695,0.4842657132558587,1.0326692768124803,-1.2256990433614838,0.8412594451892375,0
1,0,1,0,0,0,-1.5369856704067884,2.3912258385865734,-0.6961135218841455,1.0127113051868355,0.01544778287176015,0
2,0,1,1,0,1,-2.1269266510728966,0.5796137195223945,1.7241823962911307,-1.2256990433614838,-0.15874025035984057,0
1,1,1,1,0,0,0.5743820498719142,-0.8506063744756417,-0.6961135218841455,0.3516220728639932,0.18107632635991963,0
1,1,0,0,0,1,0.3259858474861845,1.819137800987359,-0.35035696214482037,-1.2256990433614838,1.3202700594910026,0
2,1,0,1,1,0,-0.13975703198705872,-0.8506063744756417,0.34115615733383,0.7398996463028829,-0.5996944683830436,0
1,1,1,0,1,0,0.09828932863259893,-0.9459543807421774,0.34115615733383,1.6675326268963921,0.41286207825738047,0
2,1,0,1,0,0,-0.7193481708870947,-1.3273464058083204,-0.004600402405495207,0.02260260340902682,0.8731074032178996,0
1,1,0,0,0,1,0.4181376341739798,-0.6796163648083444,-1.733383201102121,-1.2256990433614838,0.1730689603818791,1
3,1,1,1,1,0,-1.0505431074014009,0.19822169445625146,1.3784258365518056,0.2972166792602756,0.5495330955619437,1
1,0,0,0,0,0,0.5225909053849906,-0.3936989850994736,-0.004600402405495207,-1.2256990433614838,0.6018204968146723,1
2,1,0,1,1,0,0.5019331575094097,-0.27851833687642724,-1.0418700816234707,0.7552857417021732,0.06000908532393229,0
2,0,1,1,0,0,-0.7059944215030907,1.2114177565699147,-0.49616703243791815,0.5078936152111316,0.5575457255772245,1
2,1,1,0,0,1,-0.35710370907457223,-0.6599103619425702,0.34115615733383,-1.2256990433614838,-0.9929543874441547,0
1,1,0,1,1,0,1.6093662264791213,-0.8506063744756417,1.0326692768124803,1.4681310743271678,-0.2621844294978981,1
2,0,0,1,0,0,0.7813788851933556,-0.46921434940949874,1.3784258365518056,-1.2256990433614838,-1.4951214939876825,0
1,0,1,0,0,0,0.8124284104915719,-0.46921434940949874,1.3784258365518056,0.8918397424482811,0.09220254585371607,0
2,1,1,1,0,0,-1.6818834551317974,-0.46921434940949874,-0.6961135218841455,-1.2256990433614838,0.44987761999557274,0
1,0,1,1,1,0,0.9159268281522925,0.5796137195223945,0.6869127170731552,0.4203506391098337,0.8293492593226885,1
2,0,1,1,0,0,0.12933885393081512,-1.6133904246079276,0.34115615733383,-1.2256990433614838,0.5515598580949456,0
1,0,1,1,1,0,0.30285408807605835,-0.8207323478903993,-0.37743970110844505,0.533184965416157,-0.9937994541296574,1
2,1,1,0,0,0,-0.8745957973781757,-1.7087384308744635,-0.6961135218841455,-1.2256990433614838,-1.6776125417794558,0
2,1,1,0,0,1,-2.364973011692554,1.4377457759212162,-0.35035696214482037,-1.2256990433614838,-1.6160543246394892,0
1,0,0,1,1,0,-1.435018938138524,0.3790016215816965,-0.004600402405495207,0.19028288399382481,-0.1363323899080975,1
2,0,0,0,0,1,-0.5744503861620857,0.38891770698932293,-0.004600402405495207,-1.2256990433614838,0.08769014756151204,0
1,0,0,1,1,0,-1.111097522666768,0.8087378732439825,-1.3360250990211873,0.4105762572981909,-1.0682507840912352,1
2,0,1,0,1,0,1.1850227140701663,0.6749617257889302,1.0326692768124803,0.6894351766551355,1.1613423866046184,1
1,1,0,1,1,0,-1.5267383919122477,1.9792360404691447,0.7884042743361779,0.4993789916932665,1.4538280317489811,1
1,0,1,1,0,0,-1.1596553741169981,0.6568905192754959,0.9641213711724432,0.522636620886531,-0.6659925826085331,1
2,1,0,0,0,0,-0.3530032937353022,-0.24570405908334741,-0.5771204538135881,-1.2256990433614838,-1.2259842788196003,1
2,1,1,0,0,0,-1.1022923162317613,-0.5645623556760345,0.34115615733383,-1.2256990433614838,0.41742577158623817,0
1,0,0,1,0,0,-0.2810452764317305,1.0384350797252861,1.0326692768124803,-1.2256990433614838,0.755015384916756,1
1,1,0,0,0,0,0.3259858474861845,-1.136650393275249,-1.387626641362796,0.34325315886956886,1.1482833657985068,0
1,1,1,0,0,0,-0.181156399051347,2.0098338135204306,1.0326692768124803,-0.11396950805354078,-1.561776698956225,0
1,0,1,0,1,0,-0.48130181026743707,0.7703097320554659,-0.35035696214482037,0.6800547871600349,-0.9099139828350981,1
1,1,0,0,0,1,-1.0919424744656892,-0.6599103619425702,-0.35035696214482037,-1.2256990433614838,-0.09333090619680232,0
2,0,0,1,0,0,-0.2122059243495632,-1.0413023870087132,1.3784258365518056,-1.2256990433614838,-1.1738278158257944,0
3,1,1,1,0,0,0.7906778678701687,1.1104763323752997,-0.15409446727593193,1.0445392841619423,0.703115166444001,1
1,0,1,1,0,1,0.2638867968897521,-1.136650393275249,-0.35035696214482037,-1.2256990433614838,0.13647903044134993,0
2,1,0,1,1,0,-1.5059361451085722,0.38891770698932293,-0.004600402405495207,0.9677161116380547,1.2339293843880907,0
1,1,0,1,0,1,-0.19150624081741907,-0.08782232434335577,-1.387626641362796,0.7071665297000281,-0.1267568386581165,0
2,1,0,1,0,0,0.00021177167496338155,-0.3608925487354576,0.6633895481221189,0.016808783145550853,0.48039743690269654,1
2,1,0,0,0,0,-1.7543323474943018,-1.0413023870087132,1.7241823962911307,-1.2256990433614838,0.7843664681625551,0
1,0,1,1,1,0,-0.14258526891613948,1.056353750855073,-0.35035696214482037,0.7972603160920159,-1.4410946573725472,1
1,1,1,1,0,1,-1.0298434238692569,-1.136650393275249,-1.0418700816234707,0.5993678590805771,-0.26042109740737196,1
3,1,0,0,0,1,-3.0273628847211667,1.2470497633881445,1.0326692768124803,1.074880586637766,0.7277358782894674,1
2,1,1,0,0,0,0.6364811004683466,-0.5645623556760345,0.34115615733383,-1.2256990433614838,1.5750090361798934,0
2,0,1,1,0,1,1.4851681252862565,-0.755258368209106,-1.733383201102121,1.0963246365568728,1.3134439942234963,0
1,0,0,0,0,0,-0.9607362518911602,0.4069367975668659,0.34115615733383,-1.2256990433614838,1.4605176564185534,1
1,1,1,0,0,1,0.398434739848689,-0.08782232434335577,0.34115615733383,0.7139274364533996,-1.5288451115430686,0
1,1,0,0,1,0,-0.5558373999293962,0.7362147752996755,-1.0418700816234707,0.6799640271808975,-1.6359526837938718,1
3,1,0,1,0,0,0.4138853434244221,1.5547704937170488,-1.387626641362796,-1.2256990433614838,1.5328984205592409,1
1,1,1,0,0,1,-1.4334872527460676,-0.373866343142963,-0.004600402405495207,0.7709784371066599,-1.4140254320900216,0
1,1,0,1,0,0,-0.5848002279281578,-1.5180424183413919,-0.004600402405495207,1.278830172843924,1.058272922056353,0
1,1,0,0,0,1,0.2845864804218962,0.10287368818971572,-0.35035696214482037,0.5981017116466771,-1.4517006801640246,0
3,1,1,0,0,0,0.994581032958777,1.8174808011540655,-0.6961135218841455,-1.2256990433614838,-0.34151945488705093,1
1,1,0,0,0,0,-0.5595870023852874,0.12294685695195261,1.3680271926096845,-1.2256990433614838,-0.5513069315206944,1
1,1,0,1,0,0,0.5019331575094097,-0.46921434940949874,-1.0418700816234707,0.6569927931465963,1.4800916570670029,0
2,1,1,1,0,0,0.3039102084277489,-0.2003037230961402,-1.387626641362796,0.7652411505410696,-1.1741791956286374,1
2,1,0,1,0,0,-0.5227011773317254,-0.373866343142963,-0.35035696214482037,1.07812464868961,0.06902762217505376,0
1,1,1,1,0,0,0.03619027803616649,-0.9459543807421774,-0.35035696214482037,0.9051892637409179,0.8104332147381251,0
1,1,1,1,0,0,-0.9017968969932003,-0.24525666426142595,0.6467075712260211,-1.2256990433614838,-0.766925565931141,1
2,0,0,1,0,1,0.7089299928308511,1.056353750855073,-1.0418700816234707,-1.2256990433614838,-1.5533627480116963,0
2,1,0,1,0,1,0.005140752737950283,-1.5180424183413919,-0.35035696214482037,0.6276210575730052,-0.5165295646341767,0
1,0,0,0,1,0,-0.7298701113342919,0.2940981875826918,-1.0399536514252632,0.7513646431282804,0.0613669123184275,1
1,1,0,0,0,0,-0.9987938985710406,0.007525681923179976,1.7241823962911307,1.3407777983580085,-1.1699189601513018,0
2,1,0,1,0,0,1.588666542946977,-1.4226944120748561,-0.6961135218841455,-1.2256990433614838,1.2708758951786507,0
2,1,1,1,0,0,0.27423663865582415,-1.136650393275249,-1.0418700816234707,-1.2256990433614838,-1.3912919934895416,0
2,1,0,0,0,0,0.3673852145504728,-0.46921434940949874,-0.6961135218841455,0.7612149979448476,0.8292047638126573,0
1,1,0,0,0,0,1.3597851841708943,-0.46581674387655847,-0.9011033382428784,-1.2256990433614838,0.5289108304389635,1
2,1,1,0,1,0,-2.4270720622889863,-1.3273464058083204,-1.733383201102121,0.34078128648057665,1.0505332834919698,0
1,1,1,0,1,0,0.5640322081058421,-0.18317033060989152,-0.6961135218841455,0.5368778737036676,-1.109117475213088,1
1,1,0,1,0,0,-0.7296980126531668,1.056353750855073,-1.733383201102121,0.7880741520853694,-0.7401373227557158,1
1,1,0,1,0,1,-1.3817380439157072,0.6749617257889302,-0.35035696214482037,-1.2256990433614838,-1.3516489287043185,0
1,1,0,0,0,0,-1.5548737357211366,0.14782397149992046,0.6054120338118885,-1.2256990433614838,1.2636006101304322,1
1,1,1,0,0,0,1.1960668885182058,0.37999285135036287,1.3784258365518056,0.8189738699891501,-0.9228710076767681,1
1,0,0,1,0,0,0.8486231982703113,-0.934208407779954,-1.387626641362796,0.7070164575478367,-1.4582758924227794,1
1,1,1,1,0,0,2.00266021358986,-0.08782232434335577,0.6869127170731552,0.5613584336585552,0.3343163360295496,0
3,1,0,0,1,0,0.824959242652089,0.41932504915745755,-0.23261113040145215,0.8377740857941574,0.9119390324226346,1
1,0,0,0,1,0,-0.17080655728527494,1.9144858072538948,-0.6961135218841455,0.30853587704751395,-0.03768535490894602,1
2,1,0,0,0,0,0.046540119802238565,0.5796137195223945,-1.733383201102121,-1.2256990433614838,1.1602069405390294,0
2,1,0,1,0,0,-0.7503976961853109,1.056353750855073,-0.004600402405495207,1.1978568390094815,1.2119139024192824,0
1,1,0,0,0,0,2.03783667175717,0.9543696822564716,1.7241823962911307,0.19875069840251447,0.8589377752683087,1
1,1,1,1,0,0,0.9780258787487249,0.6749617257889302,-1.0418700816234707,0.733146272325384,0.3115503815922755,0
1,0,0,0,1,0,-1.047130442149932,0.7074313161072462,1.1485442022560917,0.5423013355406434,0.12814172188912615,1
2,0,0,0,0,0,0.5019331575094097,0.007525681923179976,-1.387626641362796,-1.2256990433614838,-0.10919880843377458,0
1,1,0,0,0,0,-1.4748866198103558,0.38891770698932293,1.3784258365518056,-1.2256990433614838,0.06294524799828621,0
2,1,1,0,0,0,-0.9470446897406802,0.38891770698932293,-1.387626641362796,-1.2256990433614838,1.6786373558054637,0
1,0,1,0,0,0,1.7542640112041303,-0.9459543807421774,-0.6961135218841455,0.09405675234612072,0.27610081646460266,0
1,1,0,0,1,0,2.0647592641862924,0.5796137195223945,-0.004600402405495207,0.43968326797904217,-0.6959361288490007,1
2,1,0,0,0,1,0.015490594504022353,0.2935697007227872,-0.6961135218841455,0.1124436171637541,-1.0814138083830844,0
1,1,1,0,0,1,0.833128094023716,-0.18317033060989152,-1.387626641362796,0.8407240883671242,1.4015859075796133,0
1,1,0,0,0,0,1.2811381709635652,1.1814106591465283,-1.30422936307186,1.1232040797558043,-1.5891771361993687,1
1,0,0,1,1,0,-1.8746565182503374,-0.15039512230466354,1.0326692768124803,0.6792803701655875,-1.3662166606435255,1
1,0,1,1,1,0,-1.0298434238692569,1.056353750855073,-1.387626641362796,0.7200006167967882,-0.2712248754155227,1
2,1,1,0,0,0,0.5226328410415538,-0.18317033060989152,-0.6961135218841455,-1.2256990433614838,1.115651028412743,0
2,1,1,0,1,0,1.6611154353094817,-1.0413023870087132,-0.35035696214482037,1.462681671934759,-1.5684680060765903,0
2,0,0,0,0,0,-0.5537507026299415,-0.5645623556760345,0.34115615733383,0.9492471876449585,-0.43915265371612944,0
1,0,1,0,0,1,0.698580151064779,0.9610057445885374,1.7241823962911307,0.09368876823115449,-1.5468896621489596,0
